Sex,SocioEconomicStatus,ParentalEncouragement,IntelligenceQuotient,CollegePlans
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,low,lower_middle,no
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,yes
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,high,lower_middle,no
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,yes
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,low,upper_middle,no
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,yes
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,high,upper_middle,no
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,yes
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,low,high,no
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,yes
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,low,high,high,no
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,yes
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,low,low,no
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,yes
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
female,lower_middle,high,low,no
