,Sex,SocioEconomicStatus,ParentalEncouragement,IntelligenceQuotient,CollegePlans
4409,male,high,high,upper_middle,no
4410,male,high,high,upper_middle,no
4411,male,high,high,upper_middle,no
4412,male,high,high,upper_middle,no
4413,male,high,high,upper_middle,no
4414,male,high,high,upper_middle,no
4415,male,high,high,upper_middle,no
4416,male,high,high,upper_middle,no
4417,male,high,high,upper_middle,no
4418,male,high,high,upper_middle,no
4419,male,high,high,upper_middle,no
4420,male,high,high,upper_middle,no
4421,male,high,high,upper_middle,no
4422,male,high,high,upper_middle,no
4423,male,high,high,upper_middle,no
4424,male,high,high,upper_middle,no
4425,male,high,high,upper_middle,no
4426,male,high,high,upper_middle,no
4427,male,high,high,upper_middle,no
4428,male,high,high,upper_middle,no
4429,male,high,high,upper_middle,no
4430,male,high,high,upper_middle,no
4431,male,high,high,upper_middle,no
4432,male,high,high,upper_middle,no
4433,male,high,high,upper_middle,no
4434,male,high,high,upper_middle,no
4435,male,high,high,upper_middle,no
4436,male,high,high,upper_middle,no
4437,male,high,high,upper_middle,no
4438,male,high,high,upper_middle,no
4439,male,high,high,upper_middle,no
4440,male,high,high,upper_middle,no
4441,male,high,high,upper_middle,no
4442,male,high,high,upper_middle,no
4443,male,high,high,upper_middle,no
4444,male,high,high,upper_middle,no
4445,male,high,high,upper_middle,no
4446,male,high,high,upper_middle,no
4447,male,high,high,upper_middle,no
4448,male,high,high,upper_middle,no
4449,male,high,high,upper_middle,no
4450,male,high,high,upper_middle,no
4451,male,high,high,upper_middle,no
4452,male,high,high,upper_middle,no
4453,male,high,low,high,yes
4454,male,high,low,high,yes
4455,male,high,low,high,yes
4456,male,high,low,high,yes
4457,male,high,low,high,yes
4458,male,high,low,high,yes
4459,male,high,low,high,yes
4460,male,high,low,high,yes
4461,male,high,low,high,no
4462,male,high,low,high,no
4463,male,high,low,high,no
4464,male,high,low,high,no
4465,male,high,low,high,no
4466,male,high,low,high,no
4467,male,high,low,high,no
4468,male,high,low,high,no
4469,male,high,low,high,no
4470,male,high,low,high,no
4471,male,high,low,high,no
4472,male,high,low,high,no
4473,male,high,low,high,no
4474,male,high,low,high,no
4475,male,high,low,high,no
4476,male,high,low,high,no
4477,male,high,low,high,no
4478,male,high,high,high,yes
4479,male,high,high,high,yes
4480,male,high,high,high,yes
4481,male,high,high,high,yes
4482,male,high,high,high,yes
4483,male,high,high,high,yes
4484,male,high,high,high,yes
4485,male,high,high,high,yes
4486,male,high,high,high,yes
4487,male,high,high,high,yes
4488,male,high,high,high,yes
4489,male,high,high,high,yes
4490,male,high,high,high,yes
4491,male,high,high,high,yes
4492,male,high,high,high,yes
4493,male,high,high,high,yes
4494,male,high,high,high,yes
4495,male,high,high,high,yes
4496,male,high,high,high,yes
4497,male,high,high,high,yes
4498,male,high,high,high,yes
4499,male,high,high,high,yes
4500,male,high,high,high,yes
4501,male,high,high,high,yes
4502,male,high,high,high,yes
4503,male,high,high,high,yes
4504,male,high,high,high,yes
4505,male,high,high,high,yes
4506,male,high,high,high,yes
4507,male,high,high,high,yes
4508,male,high,high,high,yes
4509,male,high,high,high,yes
4510,male,high,high,high,yes
4511,male,high,high,high,yes
4512,male,high,high,high,yes
4513,male,high,high,high,yes
4514,male,high,high,high,yes
4515,male,high,high,high,yes
4516,male,high,high,high,yes
4517,male,high,high,high,yes
4518,male,high,high,high,yes
4519,male,high,high,high,yes
4520,male,high,high,high,yes
4521,male,high,high,high,yes
4522,male,high,high,high,yes
4523,male,high,high,high,yes
4524,male,high,high,high,yes
4525,male,high,high,high,yes
4526,male,high,high,high,yes
4527,male,high,high,high,yes
4528,male,high,high,high,yes
4529,male,high,high,high,yes
4530,male,high,high,high,yes
4531,male,high,high,high,yes
4532,male,high,high,high,yes
4533,male,high,high,high,yes
4534,male,high,high,high,yes
4535,male,high,high,high,yes
4536,male,high,high,high,yes
4537,male,high,high,high,yes
4538,male,high,high,high,yes
4539,male,high,high,high,yes
4540,male,high,high,high,yes
4541,male,high,high,high,yes
4542,male,high,high,high,yes
4543,male,high,high,high,yes
4544,male,high,high,high,yes
4545,male,high,high,high,yes
4546,male,high,high,high,yes
4547,male,high,high,high,yes
4548,male,high,high,high,yes
4549,male,high,high,high,yes
4550,male,high,high,high,yes
4551,male,high,high,high,yes
4552,male,high,high,high,yes
4553,male,high,high,high,yes
4554,male,high,high,high,yes
4555,male,high,high,high,yes
4556,male,high,high,high,yes
4557,male,high,high,high,yes
4558,male,high,high,high,yes
4559,male,high,high,high,yes
4560,male,high,high,high,yes
4561,male,high,high,high,yes
4562,male,high,high,high,yes
4563,male,high,high,high,yes
4564,male,high,high,high,yes
4565,male,high,high,high,yes
4566,male,high,high,high,yes
4567,male,high,high,high,yes
4568,male,high,high,high,yes
4569,male,high,high,high,yes
4570,male,high,high,high,yes
4571,male,high,high,high,yes
4572,male,high,high,high,yes
4573,male,high,high,high,yes
4574,male,high,high,high,yes
4575,male,high,high,high,yes
4576,male,high,high,high,yes
4577,male,high,high,high,yes
4578,male,high,high,high,yes
4579,male,high,high,high,yes
4580,male,high,high,high,yes
4581,male,high,high,high,yes
4582,male,high,high,high,yes
4583,male,high,high,high,yes
4584,male,high,high,high,yes
4585,male,high,high,high,yes
4586,male,high,high,high,yes
4587,male,high,high,high,yes
4588,male,high,high,high,yes
4589,male,high,high,high,yes
4590,male,high,high,high,yes
4591,male,high,high,high,yes
4592,male,high,high,high,yes
4593,male,high,high,high,yes
4594,male,high,high,high,yes
4595,male,high,high,high,yes
4596,male,high,high,high,yes
4597,male,high,high,high,yes
4598,male,high,high,high,yes
4599,male,high,high,high,yes
4600,male,high,high,high,yes
4601,male,high,high,high,yes
4602,male,high,high,high,yes
4603,male,high,high,high,yes
4604,male,high,high,high,yes
4605,male,high,high,high,yes
4606,male,high,high,high,yes
4607,male,high,high,high,yes
4608,male,high,high,high,yes
4609,male,high,high,high,yes
4610,male,high,high,high,yes
4611,male,high,high,high,yes
4612,male,high,high,high,yes
4613,male,high,high,high,yes
4614,male,high,high,high,yes
4615,male,high,high,high,yes
4616,male,high,high,high,yes
4617,male,high,high,high,yes
4618,male,high,high,high,yes
4619,male,high,high,high,yes
4620,male,high,high,high,yes
4621,male,high,high,high,yes
4622,male,high,high,high,yes
4623,male,high,high,high,yes
4624,male,high,high,high,yes
4625,male,high,high,high,yes
4626,male,high,high,high,yes
4627,male,high,high,high,yes
4628,male,high,high,high,yes
4629,male,high,high,high,yes
4630,male,high,high,high,yes
4631,male,high,high,high,yes
4632,male,high,high,high,yes
4633,male,high,high,high,yes
4634,male,high,high,high,yes
4635,male,high,high,high,yes
4636,male,high,high,high,yes
4637,male,high,high,high,yes
4638,male,high,high,high,yes
4639,male,high,high,high,yes
4640,male,high,high,high,yes
4641,male,high,high,high,yes
4642,male,high,high,high,yes
4643,male,high,high,high,yes
4644,male,high,high,high,yes
4645,male,high,high,high,yes
4646,male,high,high,high,yes
4647,male,high,high,high,yes
4648,male,high,high,high,yes
4649,male,high,high,high,yes
4650,male,high,high,high,yes
4651,male,high,high,high,yes
4652,male,high,high,high,yes
4653,male,high,high,high,yes
4654,male,high,high,high,yes
4655,male,high,high,high,yes
4656,male,high,high,high,yes
4657,male,high,high,high,yes
4658,male,high,high,high,yes
4659,male,high,high,high,yes
4660,male,high,high,high,yes
4661,male,high,high,high,yes
4662,male,high,high,high,yes
4663,male,high,high,high,yes
4664,male,high,high,high,yes
4665,male,high,high,high,yes
4666,male,high,high,high,yes
4667,male,high,high,high,yes
4668,male,high,high,high,yes
4669,male,high,high,high,yes
4670,male,high,high,high,yes
4671,male,high,high,high,yes
4672,male,high,high,high,yes
4673,male,high,high,high,yes
4674,male,high,high,high,yes
4675,male,high,high,high,yes
4676,male,high,high,high,yes
4677,male,high,high,high,yes
4678,male,high,high,high,yes
4679,male,high,high,high,yes
4680,male,high,high,high,yes
4681,male,high,high,high,yes
4682,male,high,high,high,yes
4683,male,high,high,high,yes
4684,male,high,high,high,yes
4685,male,high,high,high,yes
4686,male,high,high,high,yes
4687,male,high,high,high,yes
4688,male,high,high,high,yes
4689,male,high,high,high,yes
4690,male,high,high,high,yes
4691,male,high,high,high,yes
4692,male,high,high,high,yes
4693,male,high,high,high,yes
4694,male,high,high,high,yes
4695,male,high,high,high,yes
4696,male,high,high,high,yes
4697,male,high,high,high,yes
4698,male,high,high,high,yes
4699,male,high,high,high,yes
4700,male,high,high,high,yes
4701,male,high,high,high,yes
4702,male,high,high,high,yes
4703,male,high,high,high,yes
4704,male,high,high,high,yes
4705,male,high,high,high,yes
4706,male,high,high,high,yes
4707,male,high,high,high,yes
4708,male,high,high,high,yes
4709,male,high,high,high,yes
4710,male,high,high,high,yes
4711,male,high,high,high,yes
4712,male,high,high,high,yes
4713,male,high,high,high,yes
4714,male,high,high,high,yes
4715,male,high,high,high,yes
4716,male,high,high,high,yes
4717,male,high,high,high,yes
4718,male,high,high,high,yes
4719,male,high,high,high,yes
4720,male,high,high,high,yes
4721,male,high,high,high,yes
4722,male,high,high,high,yes
4723,male,high,high,high,yes
4724,male,high,high,high,yes
4725,male,high,high,high,yes
4726,male,high,high,high,yes
4727,male,high,high,high,yes
4728,male,high,high,high,yes
4729,male,high,high,high,yes
4730,male,high,high,high,yes
4731,male,high,high,high,yes
4732,male,high,high,high,yes
4733,male,high,high,high,yes
4734,male,high,high,high,yes
4735,male,high,high,high,yes
4736,male,high,high,high,yes
4737,male,high,high,high,yes
4738,male,high,high,high,yes
4739,male,high,high,high,yes
4740,male,high,high,high,yes
4741,male,high,high,high,yes
4742,male,high,high,high,yes
4743,male,high,high,high,yes
4744,male,high,high,high,yes
4745,male,high,high,high,yes
4746,male,high,high,high,yes
4747,male,high,high,high,yes
4748,male,high,high,high,yes
4749,male,high,high,high,yes
4750,male,high,high,high,yes
4751,male,high,high,high,yes
4752,male,high,high,high,yes
4753,male,high,high,high,yes
4754,male,high,high,high,yes
4755,male,high,high,high,yes
4756,male,high,high,high,yes
4757,male,high,high,high,yes
4758,male,high,high,high,yes
4759,male,high,high,high,yes
4760,male,high,high,high,yes
4761,male,high,high,high,yes
4762,male,high,high,high,yes
4763,male,high,high,high,yes
4764,male,high,high,high,yes
4765,male,high,high,high,yes
4766,male,high,high,high,yes
4767,male,high,high,high,yes
4768,male,high,high,high,yes
4769,male,high,high,high,yes
4770,male,high,high,high,yes
4771,male,high,high,high,yes
4772,male,high,high,high,yes
4773,male,high,high,high,yes
4774,male,high,high,high,yes
4775,male,high,high,high,yes
4776,male,high,high,high,yes
4777,male,high,high,high,yes
4778,male,high,high,high,yes
4779,male,high,high,high,yes
4780,male,high,high,high,yes
4781,male,high,high,high,yes
4782,male,high,high,high,yes
4783,male,high,high,high,yes
4784,male,high,high,high,yes
4785,male,high,high,high,yes
4786,male,high,high,high,yes
4787,male,high,high,high,yes
4788,male,high,high,high,yes
4789,male,high,high,high,yes
4790,male,high,high,high,yes
4791,male,high,high,high,yes
4792,male,high,high,high,yes
4793,male,high,high,high,yes
4794,male,high,high,high,yes
4795,male,high,high,high,yes
4796,male,high,high,high,yes
4797,male,high,high,high,yes
4798,male,high,high,high,yes
4799,male,high,high,high,yes
4800,male,high,high,high,yes
4801,male,high,high,high,yes
4802,male,high,high,high,yes
4803,male,high,high,high,yes
4804,male,high,high,high,yes
4805,male,high,high,high,yes
4806,male,high,high,high,yes
4807,male,high,high,high,yes
4808,male,high,high,high,yes
4809,male,high,high,high,yes
4810,male,high,high,high,yes
4811,male,high,high,high,yes
4812,male,high,high,high,yes
4813,male,high,high,high,yes
4814,male,high,high,high,yes
4815,male,high,high,high,yes
4816,male,high,high,high,yes
4817,male,high,high,high,yes
4818,male,high,high,high,yes
4819,male,high,high,high,yes
4820,male,high,high,high,yes
4821,male,high,high,high,yes
4822,male,high,high,high,yes
4823,male,high,high,high,yes
4824,male,high,high,high,yes
4825,male,high,high,high,yes
4826,male,high,high,high,yes
4827,male,high,high,high,yes
4828,male,high,high,high,yes
4829,male,high,high,high,yes
4830,male,high,high,high,yes
4831,male,high,high,high,yes
4832,male,high,high,high,yes
4833,male,high,high,high,yes
4834,male,high,high,high,yes
4835,male,high,high,high,yes
4836,male,high,high,high,yes
4837,male,high,high,high,yes
4838,male,high,high,high,yes
4839,male,high,high,high,yes
4840,male,high,high,high,yes
4841,male,high,high,high,yes
4842,male,high,high,high,yes
4843,male,high,high,high,yes
4844,male,high,high,high,yes
4845,male,high,high,high,yes
4846,male,high,high,high,yes
4847,male,high,high,high,yes
4848,male,high,high,high,yes
4849,male,high,high,high,yes
4850,male,high,high,high,yes
4851,male,high,high,high,yes
4852,male,high,high,high,yes
4853,male,high,high,high,yes
4854,male,high,high,high,yes
4855,male,high,high,high,yes
4856,male,high,high,high,yes
4857,male,high,high,high,yes
4858,male,high,high,high,yes
4859,male,high,high,high,yes
4860,male,high,high,high,yes
4861,male,high,high,high,yes
4862,male,high,high,high,yes
4863,male,high,high,high,yes
4864,male,high,high,high,yes
4865,male,high,high,high,yes
4866,male,high,high,high,yes
4867,male,high,high,high,yes
4868,male,high,high,high,yes
4869,male,high,high,high,yes
4870,male,high,high,high,yes
4871,male,high,high,high,yes
4872,male,high,high,high,yes
4873,male,high,high,high,yes
4874,male,high,high,high,yes
4875,male,high,high,high,yes
4876,male,high,high,high,yes
4877,male,high,high,high,yes
4878,male,high,high,high,yes
4879,male,high,high,high,yes
4880,male,high,high,high,yes
4881,male,high,high,high,yes
4882,male,high,high,high,yes
4883,male,high,high,high,yes
4884,male,high,high,high,yes
4885,male,high,high,high,yes
4886,male,high,high,high,yes
4887,male,high,high,high,yes
4888,male,high,high,high,yes
4889,male,high,high,high,yes
4890,male,high,high,high,yes
4891,male,high,high,high,yes
4892,male,high,high,high,no
4893,male,high,high,high,no
4894,male,high,high,high,no
4895,male,high,high,high,no
4896,male,high,high,high,no
4897,male,high,high,high,no
4898,male,high,high,high,no
4899,male,high,high,high,no
4900,male,high,high,high,no
4901,male,high,high,high,no
4902,male,high,high,high,no
4903,male,high,high,high,no
4904,male,high,high,high,no
4905,male,high,high,high,no
4906,male,high,high,high,no
4907,male,high,high,high,no
4908,male,high,high,high,no
4909,male,high,high,high,no
4910,male,high,high,high,no
4911,male,high,high,high,no
4912,male,high,high,high,no
4913,male,high,high,high,no
4914,male,high,high,high,no
4915,male,high,high,high,no
4916,male,high,high,high,no
4917,male,high,high,high,no
4918,male,high,high,high,no
4919,male,high,high,high,no
4920,male,high,high,high,no
4921,male,high,high,high,no
4922,male,high,high,high,no
4923,male,high,high,high,no
4924,male,high,high,high,no
4925,male,high,high,high,no
4926,male,high,high,high,no
4927,male,high,high,high,no
4928,male,high,high,high,no
4929,male,high,high,high,no
4930,male,high,high,high,no
4931,male,high,high,high,no
4932,male,high,high,high,no
4933,male,high,high,high,no
4934,male,high,high,high,no
4935,male,high,high,high,no
4936,male,high,high,high,no
4937,male,high,high,high,no
4938,male,high,high,high,no
4939,male,high,high,high,no
4940,male,high,high,high,no
4941,male,high,high,high,no
4942,male,high,high,high,no
4943,male,high,high,high,no
4944,male,high,high,high,no
4945,male,high,high,high,no
4946,female,low,low,low,yes
4947,female,low,low,low,yes
4948,female,low,low,low,yes
4949,female,low,low,low,yes
4950,female,low,low,low,yes
4951,female,low,low,low,no
4952,female,low,low,low,no
4953,female,low,low,low,no
4954,female,low,low,low,no
4955,female,low,low,low,no
4956,female,low,low,low,no
4957,female,low,low,low,no
4958,female,low,low,low,no
4959,female,low,low,low,no
4960,female,low,low,low,no
4961,female,low,low,low,no
4962,female,low,low,low,no
4963,female,low,low,low,no
4964,female,low,low,low,no
4965,female,low,low,low,no
4966,female,low,low,low,no
4967,female,low,low,low,no
4968,female,low,low,low,no
4969,female,low,low,low,no
4970,female,low,low,low,no
4971,female,low,low,low,no
4972,female,low,low,low,no
4973,female,low,low,low,no
4974,female,low,low,low,no
4975,female,low,low,low,no
4976,female,low,low,low,no
4977,female,low,low,low,no
4978,female,low,low,low,no
4979,female,low,low,low,no
4980,female,low,low,low,no
4981,female,low,low,low,no
4982,female,low,low,low,no
4983,female,low,low,low,no
4984,female,low,low,low,no
4985,female,low,low,low,no
4986,female,low,low,low,no
4987,female,low,low,low,no
4988,female,low,low,low,no
4989,female,low,low,low,no
4990,female,low,low,low,no
4991,female,low,low,low,no
4992,female,low,low,low,no
4993,female,low,low,low,no
4994,female,low,low,low,no
4995,female,low,low,low,no
4996,female,low,low,low,no
4997,female,low,low,low,no
4998,female,low,low,low,no
4999,female,low,low,low,no
5000,female,low,low,low,no
5001,female,low,low,low,no
5002,female,low,low,low,no
5003,female,low,low,low,no
5004,female,low,low,low,no
5005,female,low,low,low,no
5006,female,low,low,low,no
5007,female,low,low,low,no
5008,female,low,low,low,no
5009,female,low,low,low,no
5010,female,low,low,low,no
5011,female,low,low,low,no
5012,female,low,low,low,no
5013,female,low,low,low,no
5014,female,low,low,low,no
5015,female,low,low,low,no
5016,female,low,low,low,no
5017,female,low,low,low,no
5018,female,low,low,low,no
5019,female,low,low,low,no
5020,female,low,low,low,no
5021,female,low,low,low,no
5022,female,low,low,low,no
5023,female,low,low,low,no
5024,female,low,low,low,no
5025,female,low,low,low,no
5026,female,low,low,low,no
5027,female,low,low,low,no
5028,female,low,low,low,no
5029,female,low,low,low,no
5030,female,low,low,low,no
5031,female,low,low,low,no
5032,female,low,low,low,no
5033,female,low,low,low,no
5034,female,low,low,low,no
5035,female,low,low,low,no
5036,female,low,low,low,no
5037,female,low,low,low,no
5038,female,low,low,low,no
5039,female,low,low,low,no
5040,female,low,low,low,no
5041,female,low,low,low,no
5042,female,low,low,low,no
5043,female,low,low,low,no
5044,female,low,low,low,no
5045,female,low,low,low,no
5046,female,low,low,low,no
5047,female,low,low,low,no
5048,female,low,low,low,no
5049,female,low,low,low,no
5050,female,low,low,low,no
5051,female,low,low,low,no
5052,female,low,low,low,no
5053,female,low,low,low,no
5054,female,low,low,low,no
5055,female,low,low,low,no
5056,female,low,low,low,no
5057,female,low,low,low,no
5058,female,low,low,low,no
5059,female,low,low,low,no
5060,female,low,low,low,no
5061,female,low,low,low,no
5062,female,low,low,low,no
5063,female,low,low,low,no
5064,female,low,low,low,no
5065,female,low,low,low,no
5066,female,low,low,low,no
5067,female,low,low,low,no
5068,female,low,low,low,no
5069,female,low,low,low,no
5070,female,low,low,low,no
5071,female,low,low,low,no
5072,female,low,low,low,no
5073,female,low,low,low,no
5074,female,low,low,low,no
5075,female,low,low,low,no
5076,female,low,low,low,no
5077,female,low,low,low,no
5078,female,low,low,low,no
5079,female,low,low,low,no
5080,female,low,low,low,no
5081,female,low,low,low,no
5082,female,low,low,low,no
5083,female,low,low,low,no
5084,female,low,low,low,no
5085,female,low,low,low,no
5086,female,low,low,low,no
5087,female,low,low,low,no
5088,female,low,low,low,no
5089,female,low,low,low,no
5090,female,low,low,low,no
5091,female,low,low,low,no
5092,female,low,low,low,no
5093,female,low,low,low,no
5094,female,low,low,low,no
5095,female,low,low,low,no
5096,female,low,low,low,no
5097,female,low,low,low,no
5098,female,low,low,low,no
5099,female,low,low,low,no
5100,female,low,low,low,no
5101,female,low,low,low,no
5102,female,low,low,low,no
5103,female,low,low,low,no
5104,female,low,low,low,no
5105,female,low,low,low,no
5106,female,low,low,low,no
5107,female,low,low,low,no
5108,female,low,low,low,no
5109,female,low,low,low,no
5110,female,low,low,low,no
5111,female,low,low,low,no
5112,female,low,low,low,no
5113,female,low,low,low,no
5114,female,low,low,low,no
5115,female,low,low,low,no
5116,female,low,low,low,no
5117,female,low,low,low,no
5118,female,low,low,low,no
5119,female,low,low,low,no
5120,female,low,low,low,no
5121,female,low,low,low,no
5122,female,low,low,low,no
5123,female,low,low,low,no
5124,female,low,low,low,no
5125,female,low,low,low,no
5126,female,low,low,low,no
5127,female,low,low,low,no
5128,female,low,low,low,no
5129,female,low,low,low,no
5130,female,low,low,low,no
5131,female,low,low,low,no
5132,female,low,low,low,no
5133,female,low,low,low,no
5134,female,low,low,low,no
5135,female,low,low,low,no
5136,female,low,low,low,no
5137,female,low,low,low,no
5138,female,low,low,low,no
5139,female,low,low,low,no
5140,female,low,low,low,no
5141,female,low,low,low,no
5142,female,low,low,low,no
5143,female,low,low,low,no
5144,female,low,low,low,no
5145,female,low,low,low,no
5146,female,low,low,low,no
5147,female,low,low,low,no
5148,female,low,low,low,no
5149,female,low,low,low,no
5150,female,low,low,low,no
5151,female,low,low,low,no
5152,female,low,low,low,no
5153,female,low,low,low,no
5154,female,low,low,low,no
5155,female,low,low,low,no
5156,female,low,low,low,no
5157,female,low,low,low,no
5158,female,low,low,low,no
5159,female,low,low,low,no
5160,female,low,low,low,no
5161,female,low,low,low,no
5162,female,low,low,low,no
5163,female,low,low,low,no
5164,female,low,low,low,no
5165,female,low,low,low,no
5166,female,low,low,low,no
5167,female,low,low,low,no
5168,female,low,low,low,no
5169,female,low,low,low,no
5170,female,low,low,low,no
5171,female,low,low,low,no
5172,female,low,low,low,no
5173,female,low,low,low,no
5174,female,low,low,low,no
5175,female,low,low,low,no
5176,female,low,low,low,no
5177,female,low,low,low,no
5178,female,low,low,low,no
5179,female,low,low,low,no
5180,female,low,low,low,no
5181,female,low,low,low,no
5182,female,low,low,low,no
5183,female,low,low,low,no
5184,female,low,low,low,no
5185,female,low,low,low,no
5186,female,low,low,low,no
5187,female,low,low,low,no
5188,female,low,low,low,no
5189,female,low,low,low,no
5190,female,low,low,low,no
5191,female,low,low,low,no
5192,female,low,low,low,no
5193,female,low,low,low,no
5194,female,low,low,low,no
5195,female,low,low,low,no
5196,female,low,low,low,no
5197,female,low,low,low,no
5198,female,low,low,low,no
5199,female,low,low,low,no
5200,female,low,low,low,no
5201,female,low,low,low,no
5202,female,low,low,low,no
5203,female,low,low,low,no
5204,female,low,low,low,no
5205,female,low,low,low,no
5206,female,low,low,low,no
5207,female,low,low,low,no
5208,female,low,low,low,no
5209,female,low,low,low,no
5210,female,low,low,low,no
5211,female,low,low,low,no
5212,female,low,low,low,no
5213,female,low,low,low,no
5214,female,low,low,low,no
5215,female,low,low,low,no
5216,female,low,low,low,no
5217,female,low,low,low,no
5218,female,low,low,low,no
5219,female,low,low,low,no
5220,female,low,low,low,no
5221,female,low,low,low,no
5222,female,low,low,low,no
5223,female,low,low,low,no
5224,female,low,low,low,no
5225,female,low,low,low,no
5226,female,low,low,low,no
5227,female,low,low,low,no
5228,female,low,low,low,no
5229,female,low,low,low,no
5230,female,low,low,low,no
5231,female,low,low,low,no
5232,female,low,low,low,no
5233,female,low,low,low,no
5234,female,low,low,low,no
5235,female,low,low,low,no
5236,female,low,low,low,no
5237,female,low,low,low,no
5238,female,low,low,low,no
5239,female,low,low,low,no
5240,female,low,low,low,no
5241,female,low,low,low,no
5242,female,low,low,low,no
5243,female,low,low,low,no
5244,female,low,low,low,no
5245,female,low,low,low,no
5246,female,low,low,low,no
5247,female,low,low,low,no
5248,female,low,low,low,no
5249,female,low,low,low,no
5250,female,low,low,low,no
5251,female,low,low,low,no
5252,female,low,low,low,no
5253,female,low,low,low,no
5254,female,low,low,low,no
5255,female,low,low,low,no
5256,female,low,low,low,no
5257,female,low,low,low,no
5258,female,low,low,low,no
5259,female,low,low,low,no
5260,female,low,low,low,no
5261,female,low,low,low,no
5262,female,low,low,low,no
5263,female,low,low,low,no
5264,female,low,low,low,no
5265,female,low,low,low,no
5266,female,low,low,low,no
5267,female,low,low,low,no
5268,female,low,low,low,no
5269,female,low,low,low,no
5270,female,low,low,low,no
5271,female,low,low,low,no
5272,female,low,low,low,no
5273,female,low,low,low,no
5274,female,low,low,low,no
5275,female,low,low,low,no
5276,female,low,low,low,no
5277,female,low,low,low,no
5278,female,low,low,low,no
5279,female,low,low,low,no
5280,female,low,low,low,no
5281,female,low,low,low,no
5282,female,low,low,low,no
5283,female,low,low,low,no
5284,female,low,low,low,no
5285,female,low,low,low,no
5286,female,low,low,low,no
5287,female,low,low,low,no
5288,female,low,low,low,no
5289,female,low,low,low,no
5290,female,low,low,low,no
5291,female,low,low,low,no
5292,female,low,low,low,no
5293,female,low,low,low,no
5294,female,low,low,low,no
5295,female,low,low,low,no
5296,female,low,low,low,no
5297,female,low,low,low,no
5298,female,low,low,low,no
5299,female,low,low,low,no
5300,female,low,low,low,no
5301,female,low,low,low,no
5302,female,low,low,low,no
5303,female,low,low,low,no
5304,female,low,low,low,no
5305,female,low,low,low,no
5306,female,low,low,low,no
5307,female,low,low,low,no
5308,female,low,low,low,no
5309,female,low,low,low,no
5310,female,low,low,low,no
5311,female,low,low,low,no
5312,female,low,low,low,no
5313,female,low,low,low,no
5314,female,low,low,low,no
5315,female,low,low,low,no
5316,female,low,low,low,no
5317,female,low,low,low,no
5318,female,low,low,low,no
5319,female,low,low,low,no
5320,female,low,low,low,no
5321,female,low,low,low,no
5322,female,low,low,low,no
5323,female,low,low,low,no
5324,female,low,low,low,no
5325,female,low,low,low,no
5326,female,low,low,low,no
5327,female,low,low,low,no
5328,female,low,low,low,no
5329,female,low,low,low,no
5330,female,low,low,low,no
5331,female,low,low,low,no
5332,female,low,low,low,no
5333,female,low,low,low,no
5334,female,low,low,low,no
5335,female,low,low,low,no
5336,female,low,low,low,no
5337,female,low,low,low,no
5338,female,low,low,low,no
5339,female,low,low,low,no
5340,female,low,low,low,no
5341,female,low,low,low,no
5342,female,low,low,low,no
5343,female,low,low,low,no
5344,female,low,low,low,no
5345,female,low,low,low,no
5346,female,low,low,low,no
5347,female,low,low,low,no
5348,female,low,low,low,no
5349,female,low,low,low,no
5350,female,low,low,low,no
5351,female,low,low,low,no
5352,female,low,low,low,no
5353,female,low,low,low,no
5354,female,low,low,low,no
5355,female,low,low,low,no
5356,female,low,low,low,no
5357,female,low,low,low,no
5358,female,low,low,low,no
5359,female,low,low,low,no
5360,female,low,low,low,no
5361,female,low,low,low,no
5362,female,low,low,low,no
5363,female,low,low,low,no
5364,female,low,low,low,no
5365,female,low,low,low,no
5366,female,low,low,low,no
5367,female,low,low,low,no
5368,female,low,low,low,no
5369,female,low,low,low,no
5370,female,low,low,low,no
5371,female,low,low,low,no
5372,female,low,low,low,no
5373,female,low,low,low,no
5374,female,low,low,low,no
5375,female,low,low,low,no
5376,female,low,low,low,no
5377,female,low,low,low,no
5378,female,low,low,low,no
5379,female,low,low,low,no
5380,female,low,low,low,no
5381,female,low,low,low,no
5382,female,low,low,low,no
5383,female,low,low,low,no
5384,female,low,low,low,no
5385,female,low,low,low,no
5386,female,low,low,low,no
5387,female,low,low,low,no
5388,female,low,low,low,no
5389,female,low,low,low,no
5390,female,low,low,low,no
5391,female,low,low,low,no
5392,female,low,low,low,no
5393,female,low,low,low,no
5394,female,low,low,low,no
5395,female,low,low,low,no
5396,female,low,low,low,no
5397,female,low,low,low,no
5398,female,low,low,low,no
5399,female,low,low,low,no
5400,female,low,low,low,no
5401,female,low,low,low,no
5402,female,low,low,low,no
5403,female,low,low,low,no
5404,female,low,low,low,no
5405,female,low,high,low,yes
5406,female,low,high,low,yes
5407,female,low,high,low,yes
5408,female,low,high,low,yes
5409,female,low,high,low,yes
5410,female,low,high,low,yes
5411,female,low,high,low,yes
5412,female,low,high,low,yes
5413,female,low,high,low,yes
5414,female,low,high,low,no
5415,female,low,high,low,no
5416,female,low,high,low,no
5417,female,low,high,low,no
5418,female,low,high,low,no
5419,female,low,high,low,no
5420,female,low,high,low,no
5421,female,low,high,low,no
5422,female,low,high,low,no
5423,female,low,high,low,no
5424,female,low,high,low,no
5425,female,low,high,low,no
5426,female,low,high,low,no
5427,female,low,high,low,no
5428,female,low,high,low,no
5429,female,low,high,low,no
5430,female,low,high,low,no
5431,female,low,high,low,no
5432,female,low,high,low,no
5433,female,low,high,low,no
5434,female,low,high,low,no
